,hour,users,messages,date
401,12:09,Jorge,<Multimedia omitido>,27-6-19
402,12:09,Antoñito,😂😂,27-6-19
403,12:09,Antoñito,<Multimedia omitido>,27-6-19
404,12:09,Jorge,Vaya foto para ir al talego,27-6-19
405,12:10,Antoñito,Hoy repartimos condones en la fábrica,27-6-19
406,12:10,Antoñito,16 semanas en 2021,27-6-19
407,12:11,Fonseca,😂😂😂,27-6-19
408,12:11,Fonseca,Por fin igualdad! Las feministas estarán contentas,27-6-19
409,12:15,Jorge,Jajajaa,27-6-19
410,12:15,Pete,jajajajajaa,27-6-19
411,12:15,Pete,eso provocara que nadie tenga hijos hasta 2021,27-6-19
412,12:16,Pete,invierno demografil de 2020,27-6-19
413,12:16,Jorge,+1,27-6-19
414,12:16,Pete,lo mejor q han hecho los sociatas,27-6-19
415,12:16,Pete,4 meses cobrando integramente tu salario,27-6-19
416,12:16,Pete,bruto,27-6-19
417,12:16,Pete,con irpf y toh,27-6-19
418,12:17,Antoñito,Estamos tontos...,27-6-19
419,12:17,Jorge,"No, no?",27-6-19
420,12:18,Pete,sisi,27-6-19
421,12:18,Jorge,Si cobras mucho la SS no cubre todo,27-6-19
422,12:18,Pete,comprobado con compis del curro,27-6-19
423,12:18,Pete,"no se, no creo q sea nuestros caso si es q eso es asi",27-6-19
424,12:18,Marlena,Y el seguro ese de tu madre que me pagan por parir,27-6-19
425,12:18,Fonseca,4 meses cobrando todo es un pastizal para la empress,27-6-19
426,12:19,Pete,//www.iberley.es/revista/supremo-pronuncio-hacienda-asume-prestacion-maternidad-paternidad-exentas-irpf-70,27-6-19
427,12:19,Pete,ostia si,27-6-19
428,12:20,Pete,"mi viejita hace seguros, y uno es q pagan x parir... ya os contare la intringulis xa q os lo hagais un año antes de que espereis parir",27-6-19
429,12:20,Pete,4000 pavazos no shurle??,27-6-19
430,12:20,Fonseca,Como va eso?,27-6-19
431,12:21,Pete,"la empresa paga lo mismpo como si estuvieras currando, lo q pasa es q la parte de tu salario q se pagaba al estado durante ese tiempo te lo pagan a ti",27-6-19
432,12:21,Pete,"pues eso, un seguro, has de hacertelo con una diferencia de creo q son 10 meses antes de q nazca, y te dan pasta",27-6-19
433,12:22,Pete,hay seguros de toh en esta vida,27-6-19
434,12:22,Fonseca,👌🏻👌🏻,27-6-19
435,13:19,Alvarito,<Multimedia omitido>,27-6-19
436,13:20,Pete,//elpais.com/internacional/2019/06/26/actualidad/1561579199_672450.html,27-6-19
437,13:20,Pete,y siguen llorando y les sigue funcinando,27-6-19
438,13:20,Pete,q barbaridad hoyga,27-6-19
439,15:09,Pete,mira eku por si te tocan los huevos en fb las feminazis,27-6-19
440,15:09,Pete,//www.burbuja.info/inmobiliaria/threads/han-dejado-escapar-a-la-manada-mora-de-sabadell.1187148/,27-6-19
441,15:19,Pete,//elpais.com/sociedad/2019/06/27/actualidad/1561631971_818346.html,27-6-19
442,15:19,Pete,"si nos acusan de viogen ya sabeis, al medico a decir q sois piva",27-6-19
443,15:23,Jorge,<Multimedia omitido>,27-6-19
444,15:49,Jorge,@34680290628,27-6-19
445,15:49,Jorge,En ForoCoches han empezado también con coñas de José María forte,27-6-19
446,15:49,Ivan,😂🤣😂,27-6-19
447,15:49,Jorge,<Multimedia omitido>,27-6-19
448,15:50,Ivan,Me encanta crear moda. No es la primera vez ni será la última que lo hacemos,27-6-19
449,15:50,Ivan,De nada mundo,27-6-19
450,15:50,Ivan,😂🤣😂,27-6-19
451,16:06,Jorge,<Multimedia omitido>,27-6-19
452,16:06,Jorge,os paso un meme de abuelo,27-6-19
453,16:06,Jorge,o de ribadeos,27-6-19
454,16:17,Alvarito,Jajjajaja,27-6-19
455,16:19,Jorge,<Multimedia omitido>,27-6-19
456,16:21,Eku,Resumen q no lo puedo ver,27-6-19
457,16:38,Pete,Q los moros q se follaron a una se han pirao almenos uno q el juez le dio permiso,27-6-19
458,16:38,Pete,Y destacan la amplia cobertura q la sexta y las feminazis hacen de ello,27-6-19
459,16:38,Pete,Modo ironic off,27-6-19
460,16:43,Ivan,🤣😂😂,27-6-19
461,16:43,Ivan,😂🤣😂😂 bien perrones y baratos te salieron wei,27-6-19
462,16:44,Jorge,<Multimedia omitido>,27-6-19
463,16:44,Jorge,<Multimedia omitido>,27-6-19
464,16:44,Jorge,<Multimedia omitido>,27-6-19
465,16:44,Jorge,<Multimedia omitido>,27-6-19
466,16:44,Jorge,<Multimedia omitido>,27-6-19
467,16:44,Jorge,<Multimedia omitido>,27-6-19
468,16:44,Jorge,<Multimedia omitido>,27-6-19
469,16:45,Ivan,😂🤣😂,27-6-19
470,16:45,Jorge,el tito mistermingo vuelve mas fuerte que nunca,27-6-19
471,16:46,Jorge,atras quedan las capturas de tinder,27-6-19
472,16:46,Jorge,"ahora tambien tenemos bromas del var, memes de abuelos, canciones...",27-6-19
473,16:46,Ivan,"Vaya vorágine de ideas, personalidades, emociones que estás teniendo",27-6-19
474,16:46,Jorge,"hoy me he permitido el lujo de contar mis analisis de ETS, pero bueno, no todo el mistermingo es orégano, tiene algunos detalles de tindermingo. Del mismo modo que Bu llego a tener detalle",27-6-19
475,16:47,Jorge,bueno han sido 3 fases,27-6-19
476,16:47,Jorge,Mistermingo,27-6-19
479,16:47,Jorge,Dai Mistermingo es ahora,27-6-19
480,16:47,Ivan,Tienes a tus amigos también bro,27-6-19
481,16:47,Ivan,Cuentan con mi espada,27-6-19
482,16:47,Jorge,"bueno claro, yo hablo de lo que les ofrezco a ustedes",27-6-19
483,16:56,Eku,"Chiquetes, por motivos personales que no me apetece compartir (nada serio), quiero salirme unos días del grupo.",27-6-19
489,16:57,Jorge,ok eku,27-6-19
490,16:57,Jorge,cuando quieras hablanos,27-6-19
491,16:57,Jorge,espero que sea lo que sea se solucione,27-6-19
492,16:59,Eku,🤙🏻gracias,27-6-19
494,17:05,Alvarito,Por finnnn,27-6-19
495,17:05,Alvarito,🙌🏻🙌🏻🙌🏻📣📣📣🔈🔈🔊🔊🔊🔔♥♥♥♥💭♠💬🔊♠🏳‍🌈🏳‍🌈🏳‍🌈,27-6-19
496,17:06,Jorge,//www.youtube.com/watch?v=ejml5BjOCOk,27-6-19
497,17:06,Jorge,picolo ve pensando el tema que haremos sobre esta base,27-6-19
498,17:06,Alvarito,Veamos,27-6-19
499,17:07,Alvarito,//youtu.be/-78YVagetz4,27-6-19
500,17:07,Alvarito,Ok pero tio yo quiero hacer de estas,27-6-19
501,17:08,Jorge,veamos,27-6-19
502,17:08,Jorge,osea quieres hacer tipo yogur caducado,27-6-19
503,17:08,Jorge,me parece bien,27-6-19
504,17:08,Alvarito,Esto es maravilloso,27-6-19
505,17:08,Alvarito,Para cantar la agonia del buyu,27-6-19
506,17:09,Alvarito,Y q sea la cancion de su despedida,27-6-19
507,17:09,Alvarito,Q maravillap,27-6-19
508,17:09,Jorge,-el baile del fachaleco,27-6-19
512,17:09,Jorge,podemos hacer esas,27-6-19
513,17:10,Ivan,Maaaaadre miiiaa. Como está este Ismael,27-6-19
514,17:10,Ivan,Que se mejore,27-6-19
515,17:10,Alvarito,Si si si,27-6-19
516,17:10,Alvarito,Por favor,27-6-19
517,17:11,Alvarito,//youtu.be/HOsHrRVv3SI,27-6-19
518,17:15,Jorge,jajaja se le ve la pansa a larry,27-6-19
519,17:17,Jorge,joder el grito de jose maria jajajaja,27-6-19
520,17:18,Pete,Vaya grupo de gente con subeybajas emocionales,27-6-19
521,17:20,Jorge,"los 30, la nueva adolescencia",27-6-19
522,17:23,Ivan,Jajajaj,27-6-19
523,17:23,Ivan,Aquí en este grupo la mitad está jodida de la cabeza y la otra mitad está tarada,27-6-19
524,17:24,Jorge,SOPLÁ LA VELA YEGUA,27-6-19
525,17:24,Jorge,<Multimedia omitido>,27-6-19
526,17:24,Ivan,No sé nada esa frase mandame ese video con el que se os humedese la concha,27-6-19
527,17:32,Pete,<Multimedia omitido>,27-6-19
528,17:33,Jorge,tengo que empezar a hacer este tipo de memes,27-6-19
529,17:35,Jose,30,27-6-19
530,17:35,Jorge,//www.youtube.com/watch?v=XiPOT9QKMHc&t=382s,27-6-19
531,17:35,Jorge,ajajjajaja,27-6-19
532,17:36,Jorge,pastor se quema pese a arrimarse a un buen arbol,27-6-19
533,17:37,Jose,Hippie con Rastas vuelve sin ellas al intentar robar en una granja de ovejas,27-6-19
534,17:50,Alvarito,Joder mirate el 2 video de esa,27-6-19
535,17:50,Alvarito,Jajajajja lo tiene todo,27-6-19
536,17:50,Alvarito,Sombras chinescas y poema,27-6-19
537,17:52,Jorge,hotel hermitage,27-6-19
538,17:52,Jorge,35,27-6-19
539,17:52,Jorge,las fabulas de la sorra,27-6-19
540,17:55,Jorge,lo primero que le preguntan,27-6-19
541,17:55,Jorge,como haces el ombu,27-6-19
542,17:55,Jorge,jajajajajaj,27-6-19
543,17:57,Jorge,joder,27-6-19
544,17:57,Jorge,lo de sancho panza,27-6-19
545,17:57,Jorge,ajjajajajajaj,27-6-19
546,18:04,Ivan,Jajajaja joder ya le había visto pero no me acordaba. Es que están todos en el ajo. Toditos,27-6-19
547,18:08,Jorge,<Multimedia omitido>,27-6-19
548,18:09,Ivan,Volvio a tirar de clásico patrón,27-6-19
549,18:11,Alvarito,<Multimedia omitido>,27-6-19
550,18:11,Alvarito,Si si jajajjaj es brutal,27-6-19
551,18:11,Alvarito,Apoteosico,27-6-19
552,18:11,Alvarito,Sancho panzzaaauuuaaa,27-6-19
553,18:11,Alvarito,Dulcineaaa,27-6-19
554,18:13,Jorge,esto no lo veia desde 2007,27-6-19
555,18:13,Jorge,joder,27-6-19
556,18:13,Jorge,que risa,27-6-19
557,18:13,Jorge,que deseais mi señor,27-6-19
558,18:13,Pete,señores esta mañana no me abria pertinentemente un documento excel,27-6-19
559,18:13,Pete,maldito bill gates,27-6-19
560,18:14,Alvarito,Nonpuedo parar de verlo,27-6-19
561,18:14,Alvarito,Jajajajjj,27-6-19
562,18:14,Alvarito,Colo hacés el ombu,27-6-19
563,18:15,Jorge,no metio el pass,27-6-19
564,19:49,Ivan,Poné plaaay,27-6-19
565,19:50,Ivan,PERO PONÉ PLAY LA CONCHA DE TU MADRE,27-6-19
566,20:25,Ivan,Vas tú Fonseca,27-6-19
567,20:25,Ivan,Vas tú,27-6-19
568,20:25,Ivan,Y si no vas tú voy yo,27-6-19
569,20:26,Ivan,Y si no vas tú,27-6-19
570,20:26,Ivan,Antonio escúchame,27-6-19
571,20:26,Ivan,Escuuuchameee,27-6-19
572,20:26,Ivan,Mira hostia,27-6-19
573,20:26,Ivan,Mira Jorge delante,27-6-19
574,21:38,Jose,//youtu.be/aTLjuKM6tyk,27-6-19
575,21:38,Jose,A Floren ya se la suda todo,27-6-19
576,21:38,Jose,Trap para presentar la camiseta,27-6-19
577,22:58,Alvarito,Aqui teneis la agenda globalista de los proximos años... ya ni se preocupan de ocultarla.,27-6-19
581,9:32,Alvarito,<Multimedia omitido>,28-6-19
582,9:38,Pinedo,Jajajaja,28-6-19
583,9:42,Ivan,😂🤣😂🤣😂😂😂todavía quedan genios repartidos por el mundo,28-6-19
584,9:42,Jorge,Iván machote,28-6-19
585,9:42,Jorge,Llevo paladin a la taza,28-6-19
586,9:43,Jorge,(no Caballero medieval cagando),28-6-19
587,9:43,Jorge,Hoy necesitamos calorcito,28-6-19
588,9:44,Laura,Caloret,28-6-19
589,9:45,Ivan,"Yo llevo una estufita, forro polar, gorro y bufanda",28-6-19
590,9:45,Jorge,Laura tienes el visón preparado?,28-6-19
591,9:46,Ivan,🤣😂😂,28-6-19
592,9:46,Ivan,Pat ya me ha dicho que vamos en Uber hasta el bus,28-6-19
593,9:46,Ivan,Y está al lao,28-6-19
594,9:47,Alvarito,A ver no seais pipas. Yo voy en coche,28-6-19
595,9:47,Alvarito,A la ida puedo llevar a alguien,28-6-19
596,9:47,Alvarito,Lo he intentado y solo primo alvaro podria hacer el movimiento del brazo derecho,28-6-19
597,9:47,Ivan,Bah nosotros nos metemos en el bus y listo,28-6-19
598,9:47,Alvarito,Ok,28-6-19
599,9:47,Ivan,Jajajaj,28-6-19
600,9:48,Jorge,Llévame a mí,28-6-19
601,9:48,Jorge,Que voy a ir muy pillado de tiempo para el bus,28-6-19
602,9:52,Alvarito,Ok,28-6-19
603,9:52,Alvarito,Mmmm,28-6-19
604,9:55,Laura,Hoy mismo lo he sacado,28-6-19
605,9:58,Jorge,Yo voy con el carhart,28-6-19
606,10:01,Jose,El carhart,28-6-19
607,10:01,Jose,El carhart,28-6-19
608,10:01,Jose,😢,28-6-19
609,10:12,Laura,Estoy buscando la bufanda de zorro,28-6-19
610,10:12,Laura,Para ir con mis mejores galas de invierno,28-6-19
611,10:12,Laura,Pero no la encuentro,28-6-19
612,10:52,Alvarito,Me acaban de llegar los polvorones,28-6-19
613,10:52,Alvarito,Y el igloo,28-6-19
614,10:52,Jorge,<Multimedia omitido>,28-6-19
615,10:52,Jorge,Ponere el iglú shegua,28-6-19
616,11:14,Ivan,"PERO PONELE PLEY, PONELE PLEY",28-6-19
617,11:40,Jorge,<Multimedia omitido>,28-6-19
618,11:43,Alvaro,<Multimedia omitido>,28-6-19
619,11:45,Jorge,En esta ocasión el maestro JOSE MARIA FORTE nos da una MAGISTRAL LECCIÓN. Todo comienza con unos muchachos fuertes del gimnasio hablando mal de un señor de 63 años con un físico en muy mal,28-6-19
620,11:46,Jorge,//www.youtube.com/watch?v=i_simodP7-E,28-6-19
621,12:12,Ivan,Fabuloso,28-6-19
622,13:14,Laura,<Multimedia omitido>,28-6-19
623,13:17,Alvarito,Omg,28-6-19
624,13:32,Ivan,Hostia loca,28-6-19
625,13:32,Jose,//youtu.be/Q5Oly_RCyyM,28-6-19
626,13:33,Ivan,Escucha. Un consejo que nunca nadie te ha dado. No te rasques,28-6-19
627,13:33,Ivan,Equisdede,28-6-19
628,13:33,Ivan,Lo he visto antes pero he pensao que no tocaba a este grupo jajajaj,28-6-19
629,13:34,Alvaro,<Multimedia omitido>,28-6-19
630,13:34,Alvaro,<Multimedia omitido>,28-6-19
631,13:36,Jorge,Exacto,28-6-19
632,13:36,Jorge,Iba a hacer un comentario en esa línea,28-6-19
633,13:42,Chema,<Multimedia omitido>,28-6-19
634,13:43,Chema,Que maravilla,28-6-19
635,13:43,Chema,Jajajajja,28-6-19
636,14:06,Ivan,Pues no se habrá pasao en este grupo lo menos 10 veces,28-6-19
637,16:21,Ivan,"Cortale la cola al chancho, y al gallo el copete, cortale la chota al burro y metetela en el ojete",28-6-19
638,16:21,Ivan,Nooooooo,28-6-19
639,16:21,Ivan,Nooooooo,28-6-19
640,16:21,Ivan,Perdonale,28-6-19
641,22:15,Pete,Mirad que puto invento más guapo!!!,28-6-19
642,22:16,Pete,Que puta rayada jajaja me descojono,28-6-19
643,22:25,Pete,Puta no sé manda vidrio,28-6-19
644,22:25,Pete,Ya mandare,28-6-19
645,22:33,Ivan,Pete estás gordo de estar muy gordo de haberte descuidao totalmente de tu cuerpo,28-6-19
646,22:33,Ivan,Alguien te lo tiene que decir,28-6-19
647,22:33,Ivan,GORDO,28-6-19
648,22:42,Ivan,<Multimedia omitido>,28-6-19
649,22:43,Pete,Hijo puta,28-6-19
650,22:44,Pete,"Y tú estás fofo, con colgajos!",28-6-19
651,22:44,Fonseca,Y este insulto gratuito a que viene? Ya estás borracho?,28-6-19
652,22:45,Pete,Vivan los julis!,28-6-19
653,22:46,Alvaro,Liarla en el baño,28-6-19
654,22:46,Alvaro,Tradición buyuyal,28-6-19
655,23:32,Ivan,Una foto que me han enseñao de otro grupo en el festival y sale Pete detrás. Bueno sale el Pete que se ha comido al Pete que se ha comido a Pete,28-6-19
656,23:33,Ivan,Sssaaaaappeeee,28-6-19
657,23:44,Pete,Joputa,28-6-19
658,23:44,Pete,Es el resol vespertino,28-6-19
659,23:45,Pete,#alvaritonocuentescosas,28-6-19
660,23:50,Ivan,Jajajaja,28-6-19
661,23:50,Ivan,Petetuto,28-6-19
662,23:50,Ivan,Que estás gorduto,28-6-19
663,23:51,Ivan,NAUSEABUNDUTO,28-6-19
664,23:51,Ivan,Tienes que adelgazaruto,28-6-19
665,23:51,Ivan,Para tu boduto,28-6-19
666,23:51,Ivan,HA HA HA,28-6-19
667,23:57,Pete,Cállate q te mato,28-6-19
668,23:57,Pete,Mandad fotos de la boda o algo,28-6-19
669,23:57,Pete,Se ha casado juli?,28-6-19
670,23:57,Pete,Ha huido la novia?,28-6-19
671,23:57,Fonseca,<Multimedia omitido>,28-6-19
672,23:57,Fonseca,<Multimedia omitido>,28-6-19
673,0:01,Jorge,<Multimedia omitido>,29-6-19
674,0:03,Ivan,<Multimedia omitido>,29-6-19
675,0:14,Pete,Pero fotos de los novios hijos puta,29-6-19
676,0:16,Pete,Varitoooo,29-6-19
677,0:16,Pete,<Multimedia omitido>,29-6-19
678,0:19,Fonseca,Pasa una foto de los festivaleros,29-6-19
679,0:46,Pinedo,+1,29-6-19
680,1:10,Laura,<Multimedia omitido>,29-6-19
681,1:11,Laura,<Multimedia omitido>,29-6-19
682,1:14,Alvarito,<Multimedia omitido>,29-6-19
684,1:19,Fonseca,😂😂😂😂,29-6-19
685,1:19,Fonseca,Muy guapos!,29-6-19
686,1:28,Chema,Que maravilla anthony,29-6-19
687,1:31,Ivan,<Multimedia omitido>,29-6-19
688,1:31,Ivan,HA HA HA,29-6-19
689,2:02,Antoñito,"Hijos de puta, no sabes que calor",29-6-19
690,2:14,Ivan,Pete Pete,29-6-19
691,2:14,Ivan,Oye Pete,29-6-19
692,2:14,Ivan,Pete Pete,29-6-19
693,2:14,Ivan,Estás NAUSEABUNDAMENTE gordo,29-6-19
694,2:14,Ivan,HA HA HA,29-6-19
695,2:15,Ivan,Disfruta de NAUSEABUNDO,29-6-19
696,2:15,Ivan,Que sé que te encanta,29-6-19
697,2:18,Alvaro,<Multimedia omitido>,29-6-19
698,2:45,Ivan,<Multimedia omitido>,29-6-19
699,3:18,Alvaro,<Multimedia omitido>,29-6-19
700,10:33,Chema,<Multimedia omitido>,29-6-19
701,11:07,Ivan,NUNCA MÁS,29-6-19
702,11:07,Ivan,NUNCA,29-6-19
703,11:07,Ivan,NUNCA,29-6-19
704,11:07,Ivan,NUNCA,29-6-19
705,11:18,Alvarito,Pero q dices si no bebista casi na!,29-6-19
706,11:30,Laura,Que resaca,29-6-19
707,11:30,Laura,Quiero morir,29-6-19
708,11:30,Alvarito,Vaya,29-6-19
709,11:30,Alvarito,Julorio gracias!!!!,29-6-19
710,11:47,Laura,<Multimedia omitido>,29-6-19
711,12:08,Laura,<Multimedia omitido>,29-6-19
712,12:22,Jorge,Yo estoy bien,29-6-19
713,12:51,Rafa,"Yo también, bebí pero con sabiduría",29-6-19
714,12:59,Jorge,Tengo ganas de hacer hoy una canción,29-6-19
715,12:59,Jorge,A ver si se os ocurre estilo y temática,29-6-19
716,13:04,Jorge,//youtu.be/5vvtD7UzEbE,29-6-19
717,13:04,Jorge,"Quiero ir introduciendo a Frank Suárez, especialista en obesidad y metabolismo",29-6-19
718,13:04,Jorge,Portorriqueño y sin título de doctor,29-6-19
719,13:04,Jorge,El os hará ver la VERDAD,29-6-19
720,13:08,Alvarito,Pos ayer,29-6-19
721,13:08,Alvarito,La de consultor senior,29-6-19
722,13:09,Alvarito,Barbitas barbitas barbitassss consultor seniorrr,29-6-19
723,13:35,Chema,Felicidades a todos!!,29-6-19
726,15:31,Jorge,Buena boda ayer,29-6-19
727,15:31,Jorge,Mención especial a las piernas de Merche jajaja,29-6-19
728,15:31,Ivan,?,29-6-19
729,15:33,Jose,"Mira Iván, mis frikeos",29-6-19
730,15:34,Jose,<Multimedia omitido>,29-6-19
731,15:36,Jorge,Menudas piernas hermano,29-6-19
732,15:36,Jorge,Muy bonitas,29-6-19
733,15:37,Antoñito,Quiero fotos o no ha pasado,29-6-19
734,15:59,Jorge,<Multimedia omitido>,29-6-19
735,16:20,Jorge,<Multimedia omitido>,29-6-19
736,16:52,Pinedo,<Multimedia omitido>,29-6-19
737,16:52,Pinedo,Mindigis,29-6-19
738,17:05,Jorge,<Multimedia omitido>,29-6-19
739,17:26,Ivan,Son gasaponed,29-6-19
740,17:26,Ivan,Gasapones,29-6-19
741,17:27,Ivan,Jajajaja joder es un puto alien,29-6-19
742,17:28,Ivan,Muy bonito,29-6-19
743,17:29,Jorge,<Multimedia omitido>,29-6-19
744,17:30,Jorge,<Multimedia omitido>,29-6-19
745,17:48,Ivan,🤣😂😂🤣😂,29-6-19
746,17:54,Jorge,<Multimedia omitido>,29-6-19
747,17:56,Laura,Jajajaja,29-6-19
748,17:57,Alvarito,<Multimedia omitido>,29-6-19
749,17:58,Jose,Hostia pero que puto ruido,29-6-19
750,18:15,Ivan,😂🤣😂🤣,29-6-19
751,18:15,Ivan,Hostia que matación. Antonio ya ha perdido hasta su cara😬,29-6-19
752,22:23,Pete,<Multimedia omitido>,29-6-19
753,22:24,Jorge,Que envidia,29-6-19
754,22:24,Jorge,<Multimedia omitido>,29-6-19
755,22:26,Alvarito,Casi nadie,29-6-19
756,22:26,Alvarito,Estamos solos,29-6-19
757,22:27,Alvarito,<Multimedia omitido>,29-6-19
758,22:27,Jorge,30 y jodidamente de día,29-6-19
759,22:34,Alvarito,Ea,29-6-19
760,22:34,Alvarito,E ya,29-6-19
761,22:49,Jorge,<Multimedia omitido>,29-6-19
762,23:06,Alvarito,Jjajj,29-6-19
763,23:06,Alvarito,Vaya satanas loco es ese,29-6-19
764,3:18,Pete,Partimos poya Antoñito e yo,30-6-19
765,3:18,Pete,Xq hay un dj eku,30-6-19
766,3:18,Pete,Y dj esperma,30-6-19
767,3:18,Pete,<Multimedia omitido>,30-6-19
768,8:32,Jorge,Yayo y eku,30-6-19
769,11:43,Alvarito,Er hardcore de buena mañana,30-6-19
770,11:44,Alvarito,Es como mejor entra,30-6-19
771,11:44,Alvarito,<Multimedia omitido>,30-6-19
772,11:58,Pinedo,Acabo de tener el impulso de videar al techno-vicking,30-6-19
773,11:59,Pinedo,//www.youtube.com/watch?v=UjCdB5p2v0Y,30-6-19
774,11:59,Pinedo,Por si quereis hacer lo mismo,30-6-19
775,11:59,Alvarito,Quiero,30-6-19
776,12:10,Jorge,@34680290628 el año que viene vamos,30-6-19
777,12:12,Jorge,<Multimedia omitido>,30-6-19
778,12:12,Jorge,(,30-6-19
779,12:27,Alvarito,Hjajjaj,30-6-19
780,12:28,Alvarito,<Multimedia omitido>,30-6-19
781,12:49,Pete,<Multimedia omitido>,30-6-19
782,13:11,Ivan,🤣😂🤣😂🤣,30-6-19
783,13:34,Alvarito,Me gusta que el hardcore lo baile conan,30-6-19
784,13:35,Alvarito,Por la mitad hay un carl drogo,30-6-19
785,13:35,Alvarito,<Multimedia omitido>,30-6-19
786,14:34,Laura,Oye,30-6-19
787,14:35,Laura,Alguien hizo fotos con su movil,30-6-19
788,14:35,Laura,En la boda?,30-6-19
789,14:41,Ivan,HA HA HA,30-6-19
790,14:42,Ivan,😂🤣😂😂,30-6-19
791,14:42,Jorge,<Multimedia omitido>,30-6-19
